signature,technique_id,technique_name,tactic,description
ET CURRENT_EVENTS [Fireeye] Backdoor.HTTP.BEACON.[CSBundle USAToday Server],T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET CURRENT_EVENTS [Fireeye] Backdoor.HTTP.BEACON.[Yelp GET],T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET CURRENT_EVENTS [Fireeye] Backdoor.HTTP.BEACON.[Yelp Request],T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET CURRENT_EVENTS [Fireeye] Backdoor.SSL.BEACON.[CSBundle Ajax],T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET DOS Possible Microsoft Windows HTTP2 Reset Flood Denial of Service Inbound (CVE-2019-9514),T1190,Exploit Public Facing Application,Initial Access,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .20pack .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .42 .ar Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .afaa .it Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .allaround .hk Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .arybarbosa .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .avtosnoj .si Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .backriverphotography .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .bal-tazaar .be Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .bamapos .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .benabood .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .bobwohl .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .caminolafusta .cl Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .degaris .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .delectare .org Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .dmtr .ru Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .ekobilet .com .tr Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .elangtama .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .elephantass .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .elrecreo .com .mx Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .ens .org Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .fagerho .lt Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .flexiblegeeks .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .float-zone .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .fortiddns .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .fortidyndns .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .fumoff .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .gazmuri .cl Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .gethow .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .gewamed .de Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .gingertom .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .grantmaskell .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .grid2road .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .hauganslekt .no Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .hosts .name Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .hse .tw Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .i-taiwan .tv Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .icbcluj .ro Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .imagetemplate .net Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .is-very .fun Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .itzzm .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .iziliang .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .jamesangel .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .jansolo .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .joaopinho .adv .br Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .jokertv .eu Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .kbmax .sg Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .lasboleras .com .ar Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .lecreativity .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .lipizzanregistry .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .lscomm .net Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .ltlegl .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .meridiano .com .br Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .motokultivator .net Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .mrdev .com .ar Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .n-e-t .it Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .pandatune .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .pavlov .su Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .ridespirals .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .shredsnow .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .stevekoch .ca Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .stormfood .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .tamarindo .net Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .uggbootsale .net Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .vanomania .net Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .ventapel .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .vhutambo .co .za Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .volphied .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .w6rob .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a * .wxnw .net Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *. .lasboleras .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.0000000000000000000000 .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.0000004 .xyz domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.001www .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.03c8 .net Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.0bit .org Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.0rg .us Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.0x .no Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.100mountain .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.118iranian .com domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.120v .ac Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.1337 .cx Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.16-b .it Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.17ping .cn Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.18t .biz Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.1cooldns .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.226vitech .com domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.24-7 .ro Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.24h .hk Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.24x7 .hk Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.25u .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.2bd .net domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.2dons .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.2fine .de Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.2mydns .net Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.2to1agri .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.2waky .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.30x .ru Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.32-b .it Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.360technologies .ca Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.383 .li domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.3cm .us Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.3cx-systems .co .uk domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.3d-game.com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.3dxtras .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.3n .cc Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.3trust .com domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.3utilities .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.3vm .cl Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.404 .mn Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.4040 .idv .tw Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.441creative .co .uk domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.4cloud .click Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.4dq .com Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
ET DYN_DNS DYNAMIC_DNS HTTP Request to a *.4ippi .ru Domain,T1568,Dynamic Resolution,Command And Control,Mapped from ET Open rule metadata.
